time,A,B
6.800000000000000000e+01,"(-15.6396, -14.3577)","(2.9027, -2.5615)"
6.810000000000000853e+01,"(-6.8311, -4.2487)","(6.0385, -4.7333)"
6.820000000000000284e+01,"(-2.1207, -1.5201)","(15.7258, -12.1326)"
6.829999999999999716e+01,"(-2.6299, -2.9014)","(25.57, -20.4597)"
6.840000000000000568e+01,"(-7.1918, -8.4635)","(9.3783, -9.6689)"
6.850000000000000000e+01,"(-19.6358, -22.9317)","(3.3553, -4.5598)"
6.860000000000000853e+01,"(-18.687, -16.7999)","(3.5565, -5.8055)"
6.870000000000000284e+01,"(-9.7943, -3.4193)","(8.0305, -13.2996)"
6.879999999999999716e+01,"(-9.3657, -0.9717)","(15.7489, -26.5717)"
6.890000000000000568e+01,"(-16.8077, -1.0647)","(7.9211, -16.1531)"
6.900000000000000000e+01,"(-26.3939, -1.0745)","(2.0721, -6.0709)"
6.910000000000000853e+01,"(-16.9324, 1.3006)","(0.7234, -3.3674)"
6.920000000000000284e+01,"(-6.8396, 1.1965)","(1.2092, -6.791)"
6.929999999999999716e+01,"(-5.0197, 0.0801)","(3.3175, -18.5763)"
6.940000000000000568e+01,"(-10.7756, -0.6952)","(5.5959, -34.4515)"
6.950000000000000000e+01,"(-25.2982, -1.768)","(0.3591, -14.4127)"
6.960000000000000853e+01,"(-26.6586, 0.26)","(-0.9131, -7.2647)"
6.970000000000000284e+01,"(-9.3674, 2.7997)","(-1.9184, -9.7437)"
6.979999999999999716e+01,"(-3.1384, 1.8459)","(-4.0293, -19.8778)"
6.990000000000000568e+01,"(-3.7314, 3.124)","(-6.0511, -27.173)"
7.000000000000000000e+01,"(-9.5836, 8.15)","(-3.895, -12.4127)"
7.010000000000000853e+01,"(-23.6356, 20.4572)","(-1.472, -4.0786)"
7.020000000000000284e+01,"(-14.4325, 16.906)","(-0.6006, -2.4506)"
7.029999999999999716e+01,"(-3.0058, 8.5067)","(-1.2529, -6.292)"
7.040000000000000568e+01,"(-0.8453, 7.9176)","(-3.609, -18.5955)"
7.050000000000000000e+01,"(-1.0365, 15.208)","(-7.5055, -35.6203)"
7.060000000000000853e+01,"(-1.4347, 27.5494)","(-5.145, -13.7264)"
7.070000000000000284e+01,"(1.3003, 18.9619)","(-4.2515, -7.5907)"
7.079999999999999716e+01,"(1.6667, 6.7791)","(-6.7163, -10.5376)"
7.090000000000000568e+01,"(0.3117, 2.3635)","(-12.3129, -19.0393)"
7.100000000000000000e+01,"(-0.2462, 4.2916)","(-13.3735, -19.4499)"
7.110000000000000853e+01,"(-1.0198, 12.3678)","(-6.7366, -8.4876)"
7.120000000000000284e+01,"(-2.4146, 32.3961)","(-3.062, -4.0421)"
7.129999999999999716e+01,"(2.0378, 21.975)","(-4.1638, -6.3533)"
7.140000000000000568e+01,"(4.5872, 8.7201)","(-9.6919, -15.2163)"
7.150000000000000000e+01,"(6.4279, 7.7336)","(-17.0514, -26.0464)"
7.160000000000000853e+01,"(12.0633, 13.6525)","(-9.3686, -11.6945)"
7.170000000000000284e+01,"(17.9862, 19.2023)","(-3.6474, -3.6376)"
7.179999999999999716e+01,"(11.7957, 9.7315)","(-2.227, -1.7636)"
7.190000000000000568e+01,"(5.1538, 3.7282)","(-4.8784, -3.6242)"
7.200000000000000000e+01,"(3.9816, 4.0231)","(-14.0942, -10.4942)"
7.210000000000000853e+01,"(8.3152, 9.5082)","(-29.4587, -21.3447)"
7.220000000000000284e+01,"(18.3581, 20.9168)","(-13.7006, -7.2908)"
7.229999999999999716e+01,"(16.8818, 15.4411)","(-8.2169, -2.8194)"
7.240000000000000568e+01,"(7.3138, 3.702)","(-11.406, -3.1015)"
7.250000000000000000e+01,"(2.9151, 0.7035)","(-21.0523, -5.5655)"
7.260000000000000853e+01,"(4.4057, 0.3845)","(-23.9717, -5.7116)"
7.270000000000000284e+01,"(11.965, 0.9912)","(-11.4992, -1.9021)"
7.279999999999999716e+01,"(31.4069, 2.362)","(-5.0371, -0.8837)"
7.290000000000000568e+01,"(23.0457, -1.7479)","(-6.6424, -1.6845)"
7.300000000000000000e+01,"(8.8014, -4.42)","(-15.7592, -4.2686)"
7.310000000000000853e+01,"(7.2865, -5.9807)","(-30.0823, -7.8719)"
7.320000000000000284e+01,"(12.9322, -11.3845)","(-16.6365, -2.8746)"
7.329999999999999716e+01,"(19.6448, -18.1553)","(-5.9447, -0.2973)"
7.340000000000000568e+01,"(10.5965, -12.5867)","(-3.1652, 0.2096)"
7.350000000000000000e+01,"(3.73, -5.4003)","(-6.4443, 0.6508)"
7.360000000000000853e+01,"(3.293, -3.3896)","(-18.04, 1.8083)"
7.370000000000000284e+01,"(7.8401, -6.8696)","(-35.3461, 4.0465)"
7.379999999999999716e+01,"(19.0235, -16.4801)","(-14.5494, 3.7072)"
7.390000000000000568e+01,"(19.3185, -19.5385)","(-7.2776, 3.1113)"
7.400000000000000000e+01,"(4.7044, -8.9052)","(-9.5204, 4.8641)"
7.410000000000000853e+01,"(0.9463, -4.0801)","(-18.5762, 9.6376)"
7.420000000000000284e+01,"(0.5144, -6.1395)","(-23.2959, 12.7216)"
7.429999999999999716e+01,"(1.2156, -15.4614)","(-10.4081, 6.8044)"
7.440000000000000568e+01,"(1.986, -32.7911)","(-3.7438, 2.544)"
7.450000000000000000e+01,"(-2.4348, -17.5019)","(-3.7777, 2.0634)"
7.460000000000000853e+01,"(-3.1659, -6.3784)","(-9.6281, 4.9335)"
7.470000000000000284e+01,"(-4.1614, -5.1173)","(-24.4778, 12.5364)"
7.479999999999999716e+01,"(-9.058, -10.4798)","(-22.923, 13.135)"
7.490000000000000568e+01,"(-18.9695, -21.4497)","(-7.579, 6.1605)"
7.500000000000000000e+01,"(-15.6777, -13.807)","(-4.273, 4.4754)"
7.510000000000000853e+01,"(-6.6102, -3.3512)","(-7.4167, 8.3333)"
7.520000000000000284e+01,"(-2.2796, -0.6143)","(-16.1098, 18.199)"
7.529999999999999716e+01,"(-3.0965, -0.2868)","(-16.7341, 20.2297)"
7.540000000000000568e+01,"(-8.6606, -0.7358)","(-5.4834, 8.3951)"
7.550000000000000000e+01,"(-26.1918, -2.2052)","(-1.3929, 2.4941)"
7.560000000000000853e+01,"(-31.8431, 0.0251)","(-0.4279, 0.9913)"
7.570000000000000284e+01,"(-11.5115, 5.1569)","(-0.8262, 2.1636)"
7.579999999999999716e+01,"(-8.4105, 6.7056)","(-2.7182, 7.0937)"
7.590000000000000568e+01,"(-12.9507, 11.5245)","(-9.3368, 24.3847)"
7.600000000000000000e+01,"(-17.8125, 16.6947)","(-11.2518, 33.211)"
7.610000000000000853e+01,"(-10.8881, 12.3662)","(-1.5853, 14.9965)"
7.620000000000000284e+01,"(-5.1176, 6.4022)","(0.0294, 14.4435)"
7.629999999999999716e+01,"(-5.7262, 5.6362)","(0.5283, 19.5299)"
7.640000000000000568e+01,"(-11.7487, 10.4441)","(0.9184, 19.7282)"
7.650000000000000000e+01,"(-20.2066, 18.3676)","(0.9621, 13.4801)"
7.660000000000000853e+01,"(-11.9048, 13.7861)","(0.6155, 10.8333)"
7.670000000000000284e+01,"(-3.6786, 5.7865)","(0.4607, 14.5539)"
7.680000000000001137e+01,"(-2.0701, 2.3879)","(0.6233, 21.487)"
7.690000000000000568e+01,"(-4.8941, 4.3187)","(1.0587, 19.8492)"
7.700000000000000000e+01,"(-13.6123, 11.6026)","(0.9828, 11.5709)"
7.710000000000000853e+01,"(-25.6568, 23.1323)","(0.5154, 9.2134)"
7.720000000000000284e+01,"(-8.1869, 12.6807)","(0.3739, 14.3357)"
7.730000000000001137e+01,"(-1.7675, 6.8725)","(0.592, 23.5913)"
7.740000000000000568e+01,"(-0.7322, 8.8264)","(1.1997, 20.3559)"
7.750000000000000000e+01,"(-1.2662, 18.4666)","(1.0452, 9.7132)"
7.760000000000000853e+01,"(-1.1082, 29.064)","(0.4156, 6.606)"
7.770000000000000284e+01,"(2.0029, 14.576)","(0.2525, 11.7168)"
7.780000000000001137e+01,"(1.3852, 4.7097)","(0.4181, 24.0703)"
7.790000000000000568e+01,"(0.1959, 1.3591)","(1.2426, 24.7201)"
7.800000000000000000e+01,"(-0.1779, 2.7664)","(1.4232, 9.7994)"
7.810000000000000853e+01,"(-0.7493, 8.6482)","(0.4601, 3.0067)"
7.820000000000000284e+01,"(-2.3546, 27.3793)","(0.0988, 2.8448)"
7.830000000000001137e+01,"(0.3174, 31.5256)","(0.0719, 7.8947)"
7.840000000000000568e+01,"(5.8374, 11.9225)","(0.1643, 23.4134)"
7.850000000000000000e+01,"(7.9025, 9.633)","(1.2213, 34.026)"
7.860000000000000853e+01,"(12.7018, 14.0674)","(2.7682, 12.575)"
7.870000000000000284e+01,"(15.6812, 16.1898)","(3.172, 8.7006)"
7.880000000000001137e+01,"(10.931, 9.5382)","(5.5858, 13.7628)"
7.890000000000000568e+01,"(6.6896, 5.893)","(9.4631, 22.8003)"
7.900000000000000000e+01,"(7.6166, 8.026)","(8.3527, 18.0407)"
7.910000000000000853e+01,"(13.2718, 14.741)","(4.1346, 7.8041)"
7.920000000000000284e+01,"(17.2409, 17.8625)","(2.3808, 5.1375)"
7.930000000000001137e+01,"(10.5128, 8.484)","(4.0423, 9.8543)"
7.940000000000000568e+01,"(5.0447, 4.034)","(8.8958, 21.9899)"
7.950000000000000000e+01,"(5.4004, 5.7135)","(10.8279, 24.5696)"
7.960000000000000853e+01,"(11.2795, 12.8663)","(5.2276, 8.9953)"
7.970000000000000284e+01,"(19.7901, 21.671)","(1.6872, 2.4856)"
7.980000000000001137e+01,"(12.6946, 10.0316)","(0.6659, 0.7985)"
7.990000000000000568e+01,"(4.8633, 2.5944)","(1.4288, 1.5533)"
8.000000000000000000e+01,"(1.0627, 0.6214)","(4.6545, 5.0677)"
8.010000000000000853e+01,"(0.9252, 1.0133)","(16.2416, 17.693)"
8.020000000000000284e+01,"(2.8074, 3.3358)","(26.3578, 26.9755)"
8.030000000000001137e+01,"(9.7282, 11.698)","(13.0575, 8.5295)"
8.040000000000000568e+01,"(26.4053, 30.4896)","(12.8154, 6.4092)"
8.050000000000000000e+01,"(15.5343, 9.0219)","(17.4454, 8.1182)"
8.060000000000000853e+01,"(13.0785, 2.2394)","(18.1521, 8.036)"
8.070000000000000284e+01,"(17.0234, 0.958)","(12.7907, 5.2891)"
8.080000000000001137e+01,"(20.999, 0.4917)","(10.0847, 4.3144)"
8.090000000000000568e+01,"(16.5575, -0.5566)","(13.063, 5.9815)"
8.100000000000000000e+01,"(11.2024, -0.5684)","(19.2035, 8.876)"
8.110000000000000853e+01,"(11.9348, 0.1276)","(18.422, 8.0152)"
8.120000000000000284e+01,"(18.2682, 0.7444)","(11.1261, 4.4306)"
8.130000000000001137e+01,"(22.6388, 0.4239)","(8.6127, 3.6914)"
8.140000000000000568e+01,"(15.2209, -0.9246)","(12.8688, 5.9802)"
8.150000000000000000e+01,"(9.2113, -0.6207)","(21.0364, 9.8203)"
8.160000000000000853e+01,"(10.8217, 0.2305)","(18.9281, 8.1143)"
8.170000000000000284e+01,"(19.099, 0.9834)","(9.4775, 3.5446)"
8.180000000000001137e+01,"(24.887, 0.5482)","(6.354, 2.6785)"
8.190000000000000568e+01,"(14.2041, -1.3561)","(10.7848, 5.0732)"
8.200000000000000000e+01,"(6.82, -0.7703)","(21.6282, 10.2861)"
8.210000000000000853e+01,"(7.8801, 0.1835)","(22.3374, 9.7462)"
8.220000000000000284e+01,"(16.7089, 1.0719)","(9.4199, 3.1504)"
8.230000000000001137e+01,"(28.8396, 1.3307)","(3.1434, 1.07)"
8.240000000000000568e+01,"(16.5915, -1.7451)","(3.541, 1.6338)"
8.250000000000000000e+01,"(5.5799, -1.5668)","(9.5019, 4.6203)"
8.260000000000000853e+01,"(1.5953, -0.2639)","(25.5342, 12.3998)"
8.270000000000000284e+01,"(2.8565, 0.1684)","(24.6422, 10.4502)"
8.280000000000001137e+01,"(8.7222, 0.744)","(10.0892, 2.2826)"
8.290000000000000568e+01,"(27.0648, 2.3029)","(8.0626, 0.8327)"
8.300000000000000000e+01,"(31.4157, -0.2515)","(14.5475, 1.1341)"
8.310000000000000853e+01,"(11.6657, -5.5426)","(26.3456, 1.877)"
8.320000000000000284e+01,"(9.1167, -7.408)","(20.1302, 0.4582)"
8.330000000000001137e+01,"(13.6969, -12.2882)","(7.7839, -0.4147)"
8.340000000000000568e+01,"(16.9345, -16.1825)","(3.2537, 0.0001)"
8.350000000000000000e+01,"(9.974, -11.441)","(6.0058, 0.4393)"
8.360000000000000853e+01,"(5.4898, -6.4741)","(16.2627, 1.3583)"
8.370000000000000284e+01,"(7.0575, -6.7699)","(33.9366, 2.5037)"
8.380000000000001137e+01,"(13.6982, -12.2467)","(16.5605, -0.569)"
8.390000000000000568e+01,"(19.1897, -18.0425)","(7.164, -1.3768)"
8.400000000000000000e+01,"(9.5095, -11.6266)","(7.7471, -2.2375)"
8.410000000000000853e+01,"(3.6512, -5.0441)","(16.0654, -4.805)"
8.420000000000000284e+01,"(4.0428, -3.9817)","(27.9426, -8.6739)"
8.430000000000001137e+01,"(9.6182, -8.4023)","(15.5437, -6.1096)"
8.440000000000000568e+01,"(21.1065, -18.5321)","(5.1385, -2.5545)"
8.450000000000000000e+01,"(15.1852, -16.7252)","(1.1584, -0.5586)"
8.460000000000000853e+01,"(3.6095, -7.2331)","(1.2189, -0.3829)"
8.470000000000000284e+01,"(0.689, -2.9882)","(3.8885, -1.1317)"
8.480000000000001137e+01,"(0.4039, -4.7042)","(13.5946, -3.9122)"
8.490000000000000568e+01,"(1.0551, -12.7764)","(37.8749, -11.2168)"
8.500000000000000000e+01,"(2.3542, -32.372)","(17.0582, -7.8211)"
8.510000000000000853e+01,"(-2.065, -21.3765)","(10.986, -7.6372)"
8.520000000000000284e+01,"(-4.2981, -8.3175)","(13.2294, -10.3866)"
8.530000000000001137e+01,"(-5.9451, -7.1933)","(16.2359, -13.1649)"
8.540000000000000568e+01,"(-11.5084, -13.0907)","(12.7946, -10.9392)"
8.550000000000000000e+01,"(-18.4102, -19.9136)","(8.5977, -7.4948)"
8.560000000000000853e+01,"(-12.4394, -10.3218)","(9.1629, -7.5476)"
8.570000000000000284e+01,"(-5.1866, -3.4895)","(14.0576, -11.2335)"
8.580000000000001137e+01,"(-3.0613, -2.9511)","(17.5111, -14.2618)"
8.590000000000000568e+01,"(-6.2945, -7.1987)","(11.7198, -10.2715)"
8.600000000000000000e+01,"(-15.7416, -18.2736)","(7.0618, -6.2561)"
8.610000000000000853e+01,"(-20.6656, -20.9557)","(8.3543, -6.8125)"
8.620000000000000284e+01,"(-9.6286, -5.088)","(14.7687, -11.6804)"
8.630000000000001137e+01,"(-4.9112, -1.0587)","(19.258, -15.6363)"
8.640000000000000568e+01,"(-7.6019, -0.6105)","(10.8287, -9.7917)"
8.650000000000000000e+01,"(-18.1495, -1.3633)","(5.2233, -4.8187)"
8.660000000000000853e+01,"(-31.9226, -1.4617)","(6.2142, -5.0551)"
8.670000000000000284e+01,"(-14.6041, 2.5731)","(13.1957, -10.3119)"
8.680000000000001137e+01,"(-4.8883, 2.2981)","(22.3653, -17.7789)"
8.690000000000000568e+01,"(-3.3754, 2.681)","(12.3385, -11.2802)"
8.700000000000000000e+01,"(-7.3842, 6.3101)","(4.0327, -4.2802)"
8.710000000000000853e+01,"(-19.1499, 16.4187)","(1.4481, -1.3439)"
8.720000000000000284e+01,"(-20.7793, 20.7808)","(3.1407, -2.4552)"
8.730000000000001137e+01,"(-4.6689, 9.7501)","(9.4571, -7.2401)"
8.740000000000000568e+01,"(-1.0392, 6.1365)","(25.8328, -19.9159)"
8.750000000000000000e+01,"(-0.7718, 10.4549)","(16.9525, -15.3189)"
8.760000000000000853e+01,"(-1.5507, 22.7976)","(6.3822, -8.4987)"
8.770000000000000284e+01,"(-0.2555, 27.5069)","(5.8567, -9.5657)"
8.780000000000001137e+01,"(2.3829, 10.7331)","(9.8288, -16.5787)"
8.790000000000000568e+01,"(1.1306, 3.0188)","(12.2867, -21.5321)"
8.800000000000000000e+01,"(0.3365, 0.627)","(6.3327, -12.6758)"
8.810000000000000853e+01,"(0.4964, 0.6108)","(3.0268, -6.1665)"
8.820000000000000284e+01,"(1.59, 1.9084)","(3.9624, -6.9279)"
8.830000000000001137e+01,"(5.9254, 7.1744)","(8.6756, -14.5292)"
8.840000000000000568e+01,"(21.2512, 25.471)","(14.5659, -24.8925)"
8.850000000000000000e+01,"(20.7602, 17.8859)","(7.278, -14.7729)"
8.860000000000000853e+01,"(15.8047, 3.7099)","(2.1236, -5.3072)"
8.870000000000000284e+01,"(17.662, 1.1331)","(0.7162, -1.5239)"
8.880000000000001137e+01,"(19.1357, 0.2569)","(1.6245, -2.7294)"
8.890000000000000568e+01,"(15.2331, -0.4475)","(5.0442, -8.2605)"
8.900000000000000000e+01,"(12.3511, -0.2885)","(15.1513, -24.8665)"
8.910000000000000853e+01,"(14.3464, 0.2546)","(13.5073, -25.1089)"
8.920000000000000284e+01,"(19.3627, 0.571)","(3.4909, -11.6955)"
8.930000000000001137e+01,"(19.6755, -0.0338)","(2.1351, -11.4726)"
8.940000000000000568e+01,"(13.7442, -0.6864)","(3.0673, -18.5031)"
8.950000000000000000e+01,"(11.152, -0.2407)","(3.5173, -23.4712)"
8.960000000000000853e+01,"(14.6857, 0.4296)","(1.5141, -14.6916)"
8.970000000000000284e+01,"(21.2026, 0.7364)","(0.7843, -7.9938)"
8.980000000000001137e+01,"(19.6491, -0.2835)","(1.4078, -9.3481)"
8.990000000000000568e+01,"(11.8217, -0.8916)","(3.0301, -18.0921)"
9.000000000000000000e+01,"(9.6672, -0.1733)","(4.1358, -26.64)"
9.010000000000000853e+01,"(14.7179, 0.6061)","(1.3241, -14.9468)"
9.020000000000000284e+01,"(23.3273, 0.9769)","(0.3091, -5.8419)"
9.030000000000001137e+01,"(19.8091, -0.5674)","(0.6478, -4.6593)"
9.040000000000000568e+01,"(9.8328, -1.157)","(1.8512, -10.7233)"
9.050000000000000000e+01,"(7.3414, -0.181)","(4.5228, -25.9954)"
9.060000000000000853e+01,"(12.9039, 0.6692)","(3.4348, -26.2106)"
9.070000000000000284e+01,"(24.7554, 1.3952)","(-0.143, -9.6026)"
9.080000000000001137e+01,"(22.6363, -0.5211)","(-0.637, -4.5257)"
9.090000000000000568e+01,"(9.001, -1.782)","(-1.4522, -7.4028)"
9.100000000000000000e+01,"(3.5098, -0.4627)","(-3.6139, -18.2939)"
9.110000000000000853e+01,"(5.4795, 0.2631)","(-6.8003, -31.9169)"
9.120000000000000284e+01,"(14.5166, 1.1284)","(-4.5765, -13.6673)"
9.130000000000001137e+01,"(32.5876, 2.1015)","(-2.4863, -5.0616)"
9.140000000000000568e+01,"(18.7218, -2.2907)","(-2.9978, -4.8404)"
9.150000000000000000e+01,"(6.9006, -3.4152)","(-6.9198, -10.9191)"
9.160000000000000853e+01,"(5.5268, -4.4964)","(-15.7835, -24.6775)"
9.170000000000000284e+01,"(10.9889, -9.5291)","(-13.0767, -17.9707)"
9.180000000000001137e+01,"(21.2689, -18.9541)","(-5.6491, -5.7829)"
9.190000000000000568e+01,"(13.0344, -14.989)","(-3.5034, -2.805)"
9.200000000000000000e+01,"(3.3265, -6.2016)","(-6.7717, -5.0104)"
9.210000000000000853e+01,"(0.6421, -1.5776)","(-17.0001, -12.5643)"
9.220000000000000284e+01,"(0.1035, -0.5539)","(-26.0618, -18.405)"
9.230000000000001137e+01,"(0.1136, -1.2477)","(-11.15, -5.8575)"
9.240000000000000568e+01,"(0.4024, -4.3274)","(-4.9682, -1.8247)"
9.250000000000000000e+01,"(1.5852, -16.5706)","(-6.4646, -1.8005)"
9.260000000000000853e+01,"(3.0133, -43.6532)","(-15.1144, -4.1249)"
9.270000000000000284e+01,"(-6.2304, -17.3831)","(-30.3375, -8.0034)"
9.280000000000001137e+01,"(-9.6714, -12.638)","(-17.4606, -3.0819)"
9.290000000000000568e+01,"(-12.8699, -13.9217)","(-6.436, -0.2719)"
9.300000000000000000e+01,"(-12.7493, -12.5979)","(-4.0789, 0.3047)"
9.310000000000000853e+01,"(-9.9087, -9.224)","(-8.4616, 0.8647)"
9.320000000000000284e+01,"(-8.9359, -8.8387)","(-22.153, 2.2654)"
9.330000000000001137e+01,"(-11.2518, -11.8893)","(-31.8778, 4.0709)"
9.340000000000000568e+01,"(-14.257, -14.9014)","(-11.7199, 3.296)"
9.350000000000000000e+01,"(-12.5863, -11.971)","(-5.5893, 2.4359)"
9.360000000000000853e+01,"(-8.847, -8.0114)","(-8.1132, 4.1392)"
9.370000000000000284e+01,"(-8.3944, -8.4586)","(-17.9284, 9.223)"
9.380000000000001137e+01,"(-11.8865, -12.8101)","(-26.0963, 14.0482)"
9.390000000000000568e+01,"(-15.3646, -16.0523)","(-10.8566, 7.3235)"
9.400000000000000000e+01,"(-11.9764, -10.8877)","(-3.2436, 2.6084)"
9.410000000000000853e+01,"(-7.5231, -6.6)","(-0.8795, 0.8481)"
9.420000000000000284e+01,"(-7.6293, -7.8546)","(-1.3258, 1.4638)"
9.430000000000001137e+01,"(-12.3841, -13.632)","(-4.1187, 4.5578)"
9.440000000000000568e+01,"(-16.7515, -17.5741)","(-14.2505, 15.7413)"
9.450000000000000000e+01,"(-11.4665, -9.8051)","(-26.0431, 30.1027)"
9.460000000000000853e+01,"(-6.0069, -4.9181)","(-7.7129, 13.8342)"
9.470000000000000284e+01,"(-6.0337, -6.2778)","(-4.9926, 12.5091)"
9.480000000000001137e+01,"(-11.5143, -12.9841)","(-6.2599, 17.3681)"
9.490000000000000568e+01,"(-18.7604, -20.3222)","(-6.7586, 19.7732)"
9.500000000000000000e+01,"(-12.4493, -10.1902)","(-4.4068, 14.2166)"
9.510000000000000853e+01,"(-5.0179, -3.2229)","(-3.1732, 10.1057)"
9.520000000000000284e+01,"(-2.5323, -2.3712)","(-4.2288, 12.176)"
9.530000000000001137e+01,"(-5.1945, -5.9465)","(-6.7651, 18.9419)"
9.540000000000000568e+01,"(-13.8292, -16.1891)","(-7.0289, 20.8175)"
9.550000000000000000e+01,"(-22.6548, -24.1463)","(-3.723, 12.6685)"
9.560000000000000853e+01,"(-11.1543, -6.2255)","(-2.5531, 8.2586)"
9.570000000000000284e+01,"(-6.2815, -1.3484)","(-3.9778, 11.2581)"
9.580000000000001137e+01,"(-9.3181, -0.7228)","(-7.3042, 20.1377)"
9.590000000000000568e+01,"(-20.1839, -1.3962)","(-7.6395, 22.6266)"
9.600000000000000000e+01,"(-29.1046, -0.8405)","(-3.1223, 11.5264)"
9.610000000000000853e+01,"(-12.8373, 2.2603)","(-1.6546, 5.7613)"
9.620000000000000284e+01,"(-3.8941, 1.3195)","(-2.848, 8.0077)"
9.630000000000001137e+01,"(-0.7416, 0.253)","(-6.5653, 17.7149)"
9.640000000000000568e+01,"(-0.4608, -0.0105)","(-9.869, 27.8444)"
9.650000000000000000e+01,"(-1.5684, -0.137)","(-3.5442, 13.7777)"
9.660000000000000853e+01,"(-5.8203, -0.5522)","(-0.8009, 4.5687)"
9.670000000000000284e+01,"(-22.5392, -2.1519)","(-0.1561, 0.909)"
9.680000000000001137e+01,"(-41.7247, -1.5753)","(-0.1708, 0.4957)"
9.690000000000000568e+01,"(-16.1523, 7.907)","(-0.6271, 1.6459)"
9.700000000000000000e+01,"(-13.1226, 10.8618)","(-2.3232, 6.0312)"
9.710000000000000853e+01,"(-13.9169, 13.2539)","(-8.7991, 22.8435)"
9.720000000000000284e+01,"(-11.1711, 11.6634)","(-12.9065, 37.1146)"
9.730000000000001137e+01,"(-8.6622, 9.1818)","(-1.7513, 17.2593)"
9.740000000000000568e+01,"(-9.7388, 9.531)","(0.0748, 16.7827)"
9.750000000000000000e+01,"(-13.3956, 12.6163)","(0.664, 19.3169)"
9.760000000000000853e+01,"(-14.458, 14.2353)","(0.9162, 16.4492)"
9.770000000000000284e+01,"(-10.0864, 10.9965)","(0.7739, 12.6626)"
9.780000000000001137e+01,"(-7.6965, 8.2141)","(0.5646, 13.3588)"
9.790000000000000568e+01,"(-9.8557, 9.427)","(0.5781, 18.0866)"
9.800000000000000000e+01,"(-14.7191, 13.671)","(0.8435, 20.4849)"
9.810000000000000853e+01,"(-14.7525, 14.7613)","(1.0036, 15.2652)"
9.820000000000000284e+01,"(-8.6356, 9.9205)","(0.7129, 11.2202)"
9.830000000000001137e+01,"(-6.5584, 7.0223)","(0.4883, 13.2406)"
9.840000000000000568e+01,"(-9.7742, 9.1231)","(0.5592, 19.7039)"
9.850000000000000000e+01,"(-16.2026, 14.7997)","(0.9417, 21.2895)"
9.860000000000000853e+01,"(-15.2043, 15.4621)","(1.06, 13.5485)"
9.870000000000000284e+01,"(-7.1161, 8.8605)","(0.6222, 9.4876)"
9.880000000000001137e+01,"(-4.9304, 5.4223)","(0.3986, 12.8009)"
9.890000000000000568e+01,"(-8.5213, 7.7941)","(0.5173, 21.4038)"
9.900000000000000000e+01,"(-16.9342, 15.0639)","(1.0507, 22.4303)"
9.910000000000000853e+01,"(-17.6057, 17.5729)","(1.1501, 11.8598)"
9.920000000000000284e+01,"(-6.2986, 8.8883)","(0.5328, 7.1589)"
9.930000000000001137e+01,"(-2.4548, 3.3554)","(0.2879, 10.7658)"
9.940000000000000568e+01,"(-3.8526, 3.5846)","(0.3876, 21.5908)"
9.950000000000000000e+01,"(-10.1928, 8.7653)","(1.0603, 26.0591)"
9.960000000000000853e+01,"(-23.2913, 20.3669)","(1.4332, 11.7232)"
9.970000000000000284e+01,"(-13.4395, 15.9512)","(0.5634, 4.2473)"
9.980000000000001137e+01,"(-2.8761, 7.4155)","(0.1548, 4.4362)"
9.990000000000000568e+01,"(-0.7245, 5.8834)","(0.1253, 11.3118)"
1.000000000000000000e+02,"(-0.8669, 11.7856)","(0.3339, 28.4409)"
