time,z
262,16.580914
262.2,38.332864
262.4,22.182444
262.6,13.319955
262.8,14.705045
263,39.625592
263.2,22.704672
263.4,14.5417
263.6,25.510467
263.8,32.730533
264,18.947511
264.2,11.123114
264.4,6.7832824
264.6,15.722829
264.8,37.460886
265,22.235414
265.2,23.122459
265.4,33.099791
265.6,23.421272
265.8,20.020736
266,33.573041
266.2,26.023103
266.4,18.623433
266.6,29.170376
266.8,30.095297
267,19.425575
267.2,20.456519
267.4,35.399437
267.6,22.747718
267.8,15.60133
268,30.09708
268.2,30.157235
268.4,17.852887
268.6,12.266525
268.8,33.031682
269,29.234735
269.2,17.076736
269.4,12.617414
269.6,36.895177
269.8,27.244002
270,16.024749
270.2,12.429414
270.4,38.591148
270.6,26.331522
270.8,15.691526
271,14.817674
271.2,39.30791
271.4,23.739495
271.6,14.049065
271.8,11.604467
272,40.43779
272.2,25.54045
272.4,15.970934
272.6,22.475898
272.8,34.477026
273,20.258156
273.2,12.254948
273.4,15.487766
273.6,38.923552
273.8,22.016771
274,15.081578
274.2,31.186971
274.4,29.656278
274.6,17.420717
274.8,11.192997
275,26.689231
275.2,32.163711
275.4,18.729238
275.6,15.463755
275.8,37.530992
276,25.35216
276.2,14.927193
276.4,9.9882047
276.6,31.794312
276.8,30.088425
277,18.21699
277.2,19.947856
277.4,35.950492
277.6,22.210481
277.8,14.165175
278,24.171902
278.2,33.467408
278.4,19.279138
278.6,11.361053
278.8,8.3390452
279,38.539061
279.2,27.912093
279.4,18.707065
279.6,27.783146
279.8,30.989031
280,19.821656
280.2,19.14816
280.4,35.991683
280.6,23.644626
280.8,15.535447
281,26.490308
281.2,32.148414
281.4,18.884061
281.6,11.844528
281.8,22.790569
282,34.118017
282.2,19.561308
282.4,14.245895
282.6,35.11107
282.8,27.686828
283,16.155108
283.2,9.5317444
283.4,7.5942335
283.6,41.586053
283.8,27.030913
284,19.535443
284.2,30.477736
284.4,28.95358
284.6,19.567674
284.8,24.052549
285,33.157926
285.2,21.492341
285.4,17.909373
285.6,35.330183
285.8,25.746565
286,16.492347
286.2,22.870293
286.4,34.221915
286.6,20.327062
286.8,12.804416
287,23.13934
287.2,33.990933
287.4,19.452622
287.6,12.651116
287.8,27.976268
288,31.529292
288.2,18.203336
288.4,12.045883
288.6,30.091412
288.8,30.592074
289,17.797451
289.2,13.19224
289.4,36.613241
289.6,27.189599
289.8,15.892092
290,10.560358
290.2,31.030752
290.4,30.331243
290.6,18.079626
290.8,17.864102
291,37.196735
291.2,23.17571
291.4,14.003202
291.6,15.192508
291.8,39.294046
292,22.691861
292.2,14.032628
292.4,20.695807
292.6,35.514362
292.8,20.348394
293,12.219921
293.2,14.250625
293.4,39.879761
293.6,22.60247
293.8,15.473814
294,30.878342
294.2,29.753696
294.4,17.586309
294.6,11.997974
294.8,32.654261
295,29.451656
295.2,17.23852
295.4,13.397014
295.6,37.941463
295.8,26.273679
296,15.401148
296.2,10.614948
296.4,34.20719
296.6,29.029605
296.8,17.506761
297,18.721312
297.2,36.796168
297.4,22.410724
297.6,13.558751
297.8,15.489003
298,39.06685
298.2,22.371378
298.4,14.106976
298.6,23.636519
298.8,33.767439
299,19.427023
299.2,11.491652
299.4,9.6388834
299.6,41.860656
299.8,25.831245
300,17.728962
